ID_ELEVE,GENRE,AGE,NIVEAU,ID_PARENT
E07758,m,12,2nde,P2397
E07759,m,9,Terminale,P4908
E07760,m,12,6ème,P4516
E07761,m,8,1ère,P0619
E07762,m,8,1ère,P1282
E07763,m,8,3ème,P1815
E07764,m,14,5ème,P3519
E07765,m,13,CM2,P3531
E07766,m,9,6ème,P4016
E07767,f,14,4ème,P2864
E07768,m,11,Terminale,P0687
E07769,f,14,5ème,P0567
E07770,f,13,2nde,P0769
E07771,m,15,Terminale,P0588
E07772,m,14,1ère,P1990
E07773,f,12,3ème,P0498
E07774,m,13,1ère,P3282
E07775,m,9,CM2,P2792
E07776,m,9,CM1,P4772
E07777,f,10,2nde,P1905
E07778,m,9,CM2,P0194
E07779,m,13,1ère,P2333
E07780,f,15,3ème,P0221
E07781,m,12,5ème,P1141
E07782,f,15,6ème,P1901
E07783,m,13,1ère,P0068
E07784,m,11,CM1,P0781
E07785,m,10,3ème,P0148
E07786,f,8,3ème,P2601
E07787,m,10,2nde,P3191
E07788,m,14,1ère,P0205
E07789,f,9,Terminale,P1084
E07790,m,10,3ème,P0220
E07791,m,9,CM2,P4282
E07792,m,14,6ème,P0471
E07793,f,12,2nde,P0959
E07794,f,11,3ème,P2839
E07795,m,8,4ème,P4210
E07796,m,11,CM1,P0370
E07797,m,11,4ème,P3622
E07798,m,12,CM1,P3800
E07799,m,14,4ème,P1270
E07800,f,10,5ème,P0217
E07801,f,12,6ème,P3326
E07802,m,12,3ème,P4815
E07803,f,10,5ème,P2189
E07804,m,15,CM1,P1901
E07805,m,14,5ème,P0718
E07806,m,13,Terminale,P1477
E07807,m,9,5ème,P4401
E07808,f,15,4ème,P1355
E07809,f,15,6ème,P1823
E07810,f,13,4ème,P1842
E07811,f,14,6ème,P4356
E07812,f,14,5ème,P2241
E07813,f,10,5ème,P2945
E07814,f,15,5ème,P3338
E07815,f,12,5ème,P4051
E07816,f,12,CM1,P0658
E07817,m,15,Terminale,P1235
E07818,m,15,1ère,P4762
E07819,f,13,3ème,P1457
E07820,m,10,Terminale,P4936
E07821,f,8,CM2,P0810
E07822,m,11,3ème,P4370
E07823,f,15,1ère,P3157
E07824,f,10,Terminale,P0672
E07825,m,11,2nde,P0115
E07826,f,10,CM1,P4297
E07827,f,9,4ème,P0020
E07828,m,12,CM2,P3353
E07829,m,15,4ème,P1800
E07830,f,13,3ème,P0524
E07831,f,15,CM1,P2001
E07832,m,14,1ère,P1782
E07833,f,15,5ème,P3478
E07834,m,8,6ème,P2002
E07835,f,11,CM2,P2629
E07836,m,13,2nde,P4206
E07837,f,11,5ème,P1807
E07838,m,10,CM1,P0368
E07839,f,11,5ème,P1025
E07840,m,13,2nde,P4085
E07841,f,11,2nde,P3542
E07842,f,14,CM1,P1086
E07843,m,10,1ère,P1078
E07844,f,13,2nde,P1810
E07845,f,13,Terminale,P4670
E07846,f,8,2nde,P3975
E07847,m,13,CM2,P2889
E07848,m,15,2nde,P1253
E07849,f,15,5ème,P3070
E07850,m,10,1ère,P2622
E07851,m,13,2nde,P4640
E07852,m,15,6ème,P3774
E07853,f,12,4ème,P0206
E07854,f,10,3ème,P1918
E07855,m,10,2nde,P3233
E07856,f,15,6ème,P3064
E07857,m,15,3ème,P4672
E07858,f,12,1ère,P0925
E07859,f,13,2nde,P3519
E07860,f,14,Terminale,P1558
E07861,f,10,6ème,P2944
E07862,m,13,2nde,P2697
E07863,f,9,2nde,P2691
E07864,m,12,1ère,P3793
E07865,m,8,1ère,P0364
E07866,m,11,CM2,P2077
E07867,f,12,6ème,P2164
E07868,f,12,5ème,P1478
E07869,f,9,CM1,P3685
E07870,f,15,CM1,P3896
E07871,m,15,CM1,P0716
E07872,f,8,CM2,P4305
E07873,m,8,CM1,P4612
E07874,m,11,4ème,P3157
E07875,m,12,Terminale,P4077
E07876,m,9,1ère,P0942
E07877,f,10,2nde,P2866
E07878,m,10,3ème,P3338
E07879,m,9,CM1,P3020
E07880,f,15,6ème,P1834
E07881,f,11,1ère,P2950
E07882,f,11,4ème,P1640
E07883,m,12,5ème,P1962
E07884,f,10,1ère,P0458
E07885,f,13,CM1,P4465
E07886,m,9,CM2,P4980
E07887,f,8,CM1,P1719
E07888,f,8,5ème,P1759
E07889,f,12,5ème,P1528
E07890,f,14,1ère,P3060
E07891,f,8,4ème,P3952
E07892,f,12,CM1,P4380
E07893,f,12,2nde,P0434
E07894,f,13,6ème,P2599
E07895,f,9,6ème,P2070
E07896,f,10,5ème,P4943
E07897,f,11,2nde,P4666
E07898,f,10,3ème,P3234
E07899,f,12,2nde,P4144
E07900,f,15,5ème,P1283
E07901,m,13,CM1,P2510
E07902,m,12,Terminale,P0837
E07903,m,12,Terminale,P2700
E07904,m,15,2nde,P3990
E07905,f,8,5ème,P3947
E07906,f,12,4ème,P0142
E07907,f,11,CM2,P2772
E07908,f,15,3ème,P3110
E07909,f,13,3ème,P3901
E07910,f,9,1ère,P0998
E07911,f,10,Terminale,P1974
E07912,m,12,3ème,P2830
E07913,m,10,Terminale,P0528
E07914,m,12,3ème,P1875
E07915,m,10,CM1,P1235
E07916,m,11,3ème,P2423
E07917,f,15,4ème,P0622
E07918,m,8,1ère,P3051
E07919,m,8,1ère,P2395
E07920,f,9,2nde,P2196
E07921,m,8,6ème,P1388
E07922,m,12,1ère,P0332
E07923,m,10,Terminale,P3733
E07924,m,13,Terminale,P4437
E07925,m,9,4ème,P0492
E07926,f,10,CM1,P1945
E07927,f,14,5ème,P0804
E07928,m,11,3ème,P4846
E07929,f,10,CM1,P2970
E07930,f,14,CM1,P4298
E07931,m,14,6ème,P0827
E07932,f,10,1ère,P4402
E07933,m,11,4ème,P3421
E07934,f,8,2nde,P0753
E07935,m,10,CM2,P0113
E07936,m,8,CM2,P0912
E07937,f,9,2nde,P0546
E07938,m,8,1ère,P0175
E07939,m,8,CM2,P1868
E07940,f,9,5ème,P3545
E07941,m,12,3ème,P0424
E07942,f,14,5ème,P4894
E07943,f,10,Terminale,P2148
E07944,m,13,CM2,P2961
E07945,m,12,Terminale,P1626
E07946,m,15,2nde,P4411
E07947,f,13,5ème,P4692
E07948,m,12,Terminale,P4229
E07949,f,12,2nde,P3248
E07950,f,14,CM2,P3901
E07951,m,15,CM2,P1331
E07952,m,12,CM1,P2825
E07953,m,15,4ème,P4999
E07954,m,12,6ème,P3263
E07955,m,13,6ème,P2261
E07956,f,15,3ème,P1575
E07957,f,12,Terminale,P0672
E07958,m,14,Terminale,P3659
E07959,f,12,2nde,P2917
E07960,f,10,CM2,P1881
E07961,f,15,CM1,P4282
E07962,m,11,CM2,P1207
E07963,f,12,Terminale,P3354
E07964,f,15,6ème,P0492
E07965,m,10,2nde,P0571
E07966,m,14,4ème,P3809
E07967,f,12,CM2,P4688
E07968,f,15,2nde,P2051
E07969,m,13,3ème,P4160
E07970,f,12,3ème,P3405
E07971,f,13,CM1,P3939
E07972,f,15,CM1,P3418
E07973,f,8,1ère,P1407
E07974,f,8,5ème,P0981
E07975,m,14,1ère,P2477
E07976,m,12,CM2,P0972
E07977,f,13,4ème,P0236
E07978,m,15,CM1,P3588
E07979,m,13,5ème,P2334
E07980,f,12,3ème,P3642
E07981,f,13,5ème,P1004
E07982,f,10,Terminale,P4500
E07983,m,13,5ème,P3160
E07984,m,13,4ème,P0111
E07985,m,8,Terminale,P4526
E07986,m,13,4ème,P4956
E07987,m,14,4ème,P1195
E07988,f,11,3ème,P2602
E07989,m,13,5ème,P0400
E07990,m,9,CM2,P3258
E07991,f,14,CM1,P3389
E07992,m,8,4ème,P3046
E07993,f,8,4ème,P4821
E07994,f,12,6ème,P4907
E07995,m,12,4ème,P4714
E07996,f,12,Terminale,P3584
E07997,f,12,Terminale,P2900
E07998,m,15,3ème,P3517
E07999,f,12,Terminale,P0267
E08000,f,9,CM2,P4741
E08001,f,11,3ème,P3789
E08002,f,12,CM1,P2676
E08003,m,9,Terminale,P3772
E08004,f,12,5ème,P0887
E08005,f,8,3ème,P3634
E08006,m,15,5ème,P2121
E08007,m,15,CM1,P1885
E08008,m,11,5ème,P1828
E08009,m,8,Terminale,P3179
E08010,m,15,3ème,P2895
E08011,m,9,CM1,P2498
E08012,m,11,3ème,P0698
E08013,f,11,4ème,P4647
E08014,m,8,3ème,P4943
E08015,m,11,6ème,P1725
E08016,m,14,6ème,P1887
E08017,m,15,5ème,P3898
E08018,f,12,CM1,P0222
E08019,f,15,5ème,P2635
E08020,m,9,1ère,P4950
E08021,m,8,4ème,P1991
E08022,m,8,CM1,P4356
E08023,f,8,CM2,P4153
E08024,f,8,Terminale,P2234
E08025,f,9,CM1,P4848
E08026,m,9,Terminale,P3745
E08027,m,12,5ème,P2745
E08028,f,14,6ème,P0579
E08029,m,8,6ème,P4509
E08030,f,11,1ère,P1156
E08031,m,9,CM2,P3689
E08032,m,15,CM1,P3540
E08033,f,8,CM2,P2984
E08034,m,13,Terminale,P0332
E08035,f,13,1ère,P0470
E08036,m,13,5ème,P2517
E08037,m,15,5ème,P2558
E08038,m,10,Terminale,P2393
E08039,f,13,1ère,P4986
E08040,f,9,5ème,P0772
E08041,f,8,3ème,P2503
E08042,f,15,Terminale,P4821
E08043,m,10,CM2,P2691
E08044,f,13,CM1,P0441
E08045,f,10,1ère,P1488
E08046,f,9,2nde,P2724
E08047,m,15,6ème,P1199
E08048,m,11,CM2,P2372
E08049,f,15,CM1,P2167
E08050,m,13,Terminale,P2602
E08051,f,8,Terminale,P0516
E08052,m,9,6ème,P2146
E08053,m,14,Terminale,P2354
E08054,m,13,CM1,P2886
E08055,m,15,3ème,P0875
E08056,f,11,4ème,P3520
E08057,m,9,CM2,P1753
E08058,m,9,2nde,P1289
E08059,m,9,2nde,P1599
E08060,f,14,4ème,P4990
E08061,f,9,CM2,P1150
E08062,m,9,2nde,P1479
E08063,f,15,4ème,P0007
E08064,f,10,CM1,P3676
E08065,m,8,1ère,P2503
E08066,f,9,6ème,P2795
E08067,m,13,6ème,P0920
E08068,f,13,Terminale,P0010
E08069,f,15,CM1,P3870
E08070,m,10,4ème,P4814
E08071,f,8,CM2,P2442
E08072,m,10,2nde,P1570
E08073,f,9,CM1,P2066
E08074,f,15,Terminale,P1546
E08075,m,10,4ème,P3266
E08076,m,11,CM1,P0562
E08077,f,9,3ème,P1147
E08078,f,12,3ème,P4853
E08079,f,12,5ème,P2290
E08080,f,12,Terminale,P0211
E08081,m,12,1ère,P4805
E08082,m,9,CM1,P2699
E08083,f,12,Terminale,P3595
E08084,m,11,CM1,P2756
E08085,f,10,5ème,P2211
E08086,f,10,6ème,P3101
E08087,f,9,CM1,P2865
E08088,m,9,6ème,P2480
E08089,m,12,3ème,P4744
E08090,f,12,4ème,P3224
E08091,f,9,5ème,P2558
E08092,m,15,5ème,P1339
E08093,m,11,CM2,P4140
E08094,m,9,CM2,P2952
E08095,f,15,5ème,P1985
E08096,m,8,CM2,P3077
E08097,f,8,3ème,P1101
E08098,f,10,2nde,P4098
E08099,m,8,Terminale,P4755
E08100,m,8,2nde,P2882
E08101,f,11,3ème,P3982
E08102,f,14,Terminale,P1465
E08103,f,13,CM2,P0853
E08104,m,13,3ème,P0478
E08105,m,14,1ère,P4688
E08106,f,8,CM2,P3268
E08107,m,12,Terminale,P4894
E08108,f,14,CM1,P1808
E08109,m,9,CM1,P4276
E08110,m,11,2nde,P1114
E08111,m,12,5ème,P0188
E08112,m,13,5ème,P4166
E08113,f,15,6ème,P2563
E08114,f,9,CM1,P1559
E08115,m,12,CM1,P4193
E08116,f,9,3ème,P2679
E08117,m,14,4ème,P2348
E08118,m,15,2nde,P2444
E08119,m,14,CM1,P0516
E08120,m,8,1ère,P0202
E08121,f,12,3ème,P1914
E08122,f,8,4ème,P0548
E08123,m,12,2nde,P3656
E08124,m,12,CM2,P2632
E08125,m,13,4ème,P0923
E08126,m,15,6ème,P0070
E08127,m,10,CM2,P4894
E08128,f,12,4ème,P4997
E08129,m,12,3ème,P3698
E08130,f,15,3ème,P2121
E08131,f,13,Terminale,P2280
E08132,f,11,1ère,P4223
E08133,f,8,5ème,P4238
E08134,f,12,3ème,P3090
E08135,f,15,CM1,P0493
E08136,m,14,CM1,P0924
E08137,f,9,5ème,P0976
E08138,m,11,4ème,P1036
E08139,m,11,2nde,P3053
E08140,m,12,1ère,P0114
E08141,f,15,1ère,P0770
E08142,f,10,5ème,P4013
E08143,m,13,1ère,P1283
E08144,f,13,6ème,P1086
E08145,m,8,5ème,P0270
E08146,f,8,3ème,P2078
E08147,f,8,1ère,P3645
E08148,m,10,5ème,P1512
E08149,m,14,4ème,P1196
E08150,m,10,Terminale,P0162
E08151,f,8,4ème,P1853
E08152,f,14,3ème,P0881
E08153,f,10,5ème,P1083
E08154,m,10,6ème,P4736
E08155,f,10,3ème,P4877
E08156,f,11,CM1,P4990
E08157,m,12,6ème,P0153
E08158,f,9,4ème,P2020
E08159,f,9,CM2,P4951
E08160,f,15,CM1,P1988
E08161,m,11,1ère,P2780
E08162,f,13,4ème,P4163
E08163,m,14,4ème,P0464
E08164,m,15,Terminale,P4450
E08165,m,14,1ère,P0083
E08166,f,13,2nde,P4663
E08167,f,13,6ème,P0833
E08168,f,8,1ère,P1525
E08169,m,10,5ème,P3279
E08170,m,9,5ème,P3428
E08171,m,13,4ème,P3440
E08172,f,8,CM2,P4504
E08173,f,15,6ème,P0700
E08174,f,15,CM2,P1707
E08175,m,15,6ème,P2752
E08176,f,9,CM1,P1853
E08177,f,12,CM1,P2067
E08178,m,12,5ème,P4440
E08179,m,8,2nde,P1228
E08180,m,11,CM1,P3649
E08181,m,14,2nde,P3201
E08182,f,15,5ème,P4098
E08183,m,8,CM1,P3724
E08184,m,15,Terminale,P4388
E08185,f,15,CM1,P0544
E08186,m,12,1ère,P4018
E08187,m,13,Terminale,P4290
E08188,m,11,3ème,P2904
E08189,m,15,CM2,P1723
E08190,f,14,CM1,P0314
E08191,m,11,1ère,P0830
E08192,m,15,Terminale,P1487
E08193,f,10,CM2,P4919
E08194,f,11,Terminale,P3620
E08195,m,13,2nde,P1498
E08196,f,8,6ème,P2841
E08197,f,12,CM1,P4490
E08198,m,8,CM2,P0205
E08199,f,12,CM1,P4427
E08200,f,9,CM2,P1491
E08201,f,11,4ème,P3500
E08202,m,9,CM2,P3771
E08203,f,12,2nde,P2128
E08204,m,14,2nde,P4801
E08205,f,8,5ème,P0864
E08206,m,8,1ère,P2396
E08207,f,13,4ème,P3649
E08208,f,14,CM2,P3140
E08209,f,15,2nde,P4824
E08210,m,14,CM1,P4807
E08211,f,12,CM2,P2140
E08212,m,15,3ème,P3559
E08213,f,11,6ème,P3492
E08214,f,10,5ème,P1256
E08215,m,9,Terminale,P4271
E08216,f,15,6ème,P4498
E08217,f,10,6ème,P1827
E08218,f,14,CM2,P0093
E08219,f,12,Terminale,P0216
E08220,m,11,3ème,P0414
E08221,f,11,3ème,P4988
E08222,m,14,CM2,P1189
E08223,f,10,1ère,P1004
E08224,f,15,5ème,P1213
E08225,m,14,5ème,P2727
E08226,m,14,3ème,P0139
E08227,m,14,4ème,P1001
E08228,f,13,4ème,P0170
E08229,m,12,2nde,P3684
E08230,f,8,4ème,P0813
E08231,f,15,CM1,P3540
E08232,f,12,Terminale,P3701
E08233,f,14,Terminale,P1503
E08234,m,10,Terminale,P0174
E08235,m,8,6ème,P0475
E08236,f,9,3ème,P4157
E08237,m,9,CM2,P4066
E08238,f,10,3ème,P0786
E08239,m,13,5ème,P4333
E08240,f,8,3ème,P2096
E08241,m,11,4ème,P0661
E08242,f,11,Terminale,P4442
E08243,m,12,CM1,P1205
E08244,m,8,4ème,P1983
E08245,f,13,4ème,P2903
E08246,f,11,5ème,P2488
E08247,m,12,Terminale,P3824
E08248,f,14,CM1,P0091
E08249,m,14,4ème,P2891
E08250,m,8,2nde,P2314
E08251,f,14,4ème,P3229
E08252,m,9,3ème,P1334
E08253,m,13,5ème,P2595
E08254,f,10,5ème,P2496
E08255,m,9,3ème,P3007
E08256,f,9,Terminale,P4678
E08257,m,11,1ère,P2906
E08258,f,11,CM2,P3104
E08259,f,12,CM2,P2216
E08260,f,11,CM2,P0802
E08261,m,12,2nde,P4675
E08262,f,11,5ème,P0522
E08263,f,11,1ère,P0996
E08264,m,8,CM1,P0454
E08265,m,15,CM1,P1102
E08266,m,15,5ème,P4094
E08267,f,9,CM1,P4292
E08268,f,9,2nde,P3216
E08269,m,11,5ème,P3709
E08270,f,9,CM2,P1866
E08271,f,9,CM1,P0084
E08272,f,14,6ème,P2236
E08273,f,13,2nde,P0691
E08274,m,13,5ème,P1549
E08275,m,8,4ème,P4741
E08276,m,8,5ème,P4245
E08277,m,10,3ème,P0871
E08278,m,9,5ème,P2297
E08279,m,15,CM1,P3289
E08280,f,14,Terminale,P0585
E08281,f,14,6ème,P3057
E08282,f,12,1ère,P4233
E08283,f,9,CM1,P3027
E08284,f,11,CM2,P4150
E08285,f,9,Terminale,P3751
E08286,f,10,6ème,P3366
E08287,m,13,3ème,P0262
E08288,f,13,2nde,P3414
E08289,f,15,1ère,P4398
E08290,f,10,CM2,P1063
E08291,f,9,5ème,P4603
E08292,f,13,3ème,P4105
E08293,m,14,2nde,P2057
E08294,f,10,3ème,P4767
E08295,m,9,6ème,P3531
E08296,m,13,1ère,P4153
E08297,f,13,Terminale,P0411
E08298,m,15,CM2,P4498
E08299,m,13,3ème,P0827
E08300,f,9,1ère,P0870
E08301,m,15,3ème,P2500
E08302,f,9,Terminale,P4385
E08303,m,15,3ème,P3870
E08304,m,12,CM2,P1267
E08305,f,14,3ème,P1366
E08306,m,14,Terminale,P3675
E08307,m,8,CM1,P2375
E08308,f,13,CM2,P3425
E08309,f,12,2nde,P0046
E08310,m,11,5ème,P2062
E08311,m,10,5ème,P2834
E08312,m,10,4ème,P1913
E08313,m,12,CM1,P3829
E08314,m,11,1ère,P2102
E08315,m,14,CM1,P4370
E08316,m,10,5ème,P3889
E08317,f,14,4ème,P2682
E08318,m,14,CM1,P4610
E08319,m,12,Terminale,P1789
E08320,m,8,5ème,P1413
E08321,m,8,5ème,P3848
E08322,f,12,5ème,P0270
E08323,f,14,6ème,P1797
E08324,f,11,1ère,P4812
E08325,m,13,CM2,P1793
E08326,f,15,CM1,P2016
E08327,f,11,CM2,P4924
E08328,m,10,CM1,P1559
E08329,m,13,CM2,P2116
E08330,f,8,1ère,P3997
E08331,m,13,4ème,P1403
E08332,f,14,5ème,P3770
E08333,m,12,CM2,P2852
E08334,f,14,CM2,P3566
E08335,f,14,CM2,P4982
E08336,m,15,3ème,P1075
E08337,f,8,6ème,P1195
E08338,m,10,4ème,P0133
E08339,f,8,2nde,P2367
E08340,f,12,CM1,P3618
E08341,m,15,3ème,P1573
E08342,m,12,3ème,P2502
E08343,f,14,1ère,P4087
E08344,f,13,CM1,P0869
E08345,m,10,2nde,P0510
E08346,m,14,CM2,P4916
E08347,m,10,2nde,P2364
E08348,m,14,CM1,P3618
E08349,m,13,CM2,P3823
E08350,f,13,CM1,P1608
E08351,m,10,CM2,P4289
E08352,f,12,CM1,P4528
E08353,f,12,2nde,P2933
E08354,f,12,4ème,P0078
E08355,f,8,Terminale,P4419
E08356,f,13,2nde,P1315
E08357,m,8,5ème,P2633
E08358,f,15,5ème,P4873
E08359,m,13,2nde,P4767
E08360,f,8,6ème,P4502
E08361,m,10,4ème,P2030
E08362,f,10,CM1,P3556
E08363,m,12,CM2,P1010
E08364,f,8,Terminale,P3937
E08365,m,14,4ème,P0099
E08366,f,15,CM1,P3206
E08367,f,10,6ème,P0562
E08368,m,10,3ème,P4381
E08369,m,12,1ère,P2030
E08370,m,8,2nde,P1613
E08371,m,12,Terminale,P4703
E08372,f,13,CM2,P0557
E08373,m,10,2nde,P0090
E08374,m,8,1ère,P4568
E08375,f,11,CM1,P2738
E08376,m,9,4ème,P0335
E08377,m,13,Terminale,P2971
E08378,f,10,5ème,P3837
E08379,f,11,Terminale,P4806
E08380,m,11,2nde,P4823
E08381,m,13,5ème,P2419
E08382,m,12,5ème,P0435
E08383,m,8,CM1,P3161
E08384,m,12,5ème,P0850
E08385,f,15,CM1,P4184
E08386,f,14,5ème,P3218
E08387,m,15,5ème,P4467
E08388,f,14,1ère,P3489
E08389,f,9,2nde,P4395
E08390,m,13,4ème,P3268
E08391,m,15,1ère,P4201
E08392,m,10,6ème,P0600
E08393,f,15,Terminale,P2200
E08394,m,10,5ème,P4703
E08395,f,14,Terminale,P3410
E08396,f,15,4ème,P3123
E08397,m,11,CM1,P2783
E08398,f,14,CM1,P0934
E08399,f,8,4ème,P1775
E08400,f,8,5ème,P2914
E08401,f,9,4ème,P4166
E08402,f,12,1ère,P1732
E08403,f,13,CM2,P1389
E08404,f,13,2nde,P4182
E08405,m,11,6ème,P0968
E08406,m,13,5ème,P0061
E08407,f,9,1ère,P0188
E08408,m,8,2nde,P4507
E08409,m,13,1ère,P4976
E08410,f,9,2nde,P0509
E08411,f,10,5ème,P1776
E08412,m,15,CM1,P1932
E08413,f,8,CM1,P3958
E08414,f,13,4ème,P1550
E08415,f,9,Terminale,P1490
E08416,m,9,Terminale,P1323
E08417,m,12,1ère,P0239
E08418,m,15,5ème,P4793
E08419,f,13,6ème,P3921
E08420,m,10,CM1,P0201
E08421,m,15,5ème,P1197
E08422,m,10,5ème,P4327
E08423,f,12,3ème,P2138
E08424,m,15,6ème,P3316
E08425,f,11,2nde,P1790
E08426,m,12,6ème,P4343
E08427,m,11,CM2,P0667
E08428,m,10,3ème,P3297
E08429,f,15,CM1,P3615
E08430,m,13,CM1,P0829
E08431,f,12,2nde,P1363
E08432,m,8,5ème,P0117
E08433,m,15,6ème,P3817
E08434,f,14,3ème,P4687
E08435,m,9,4ème,P0735
E08436,f,15,5ème,P0339
E08437,m,9,1ère,P0048
E08438,m,10,Terminale,P0173
E08439,f,15,3ème,P4564
E08440,m,13,CM2,P0318
E08441,m,11,Terminale,P2217
E08442,f,9,5ème,P0302
E08443,f,13,3ème,P0004
E08444,f,10,CM2,P3321
E08445,m,9,2nde,P4907
E08446,f,12,Terminale,P1912
E08447,m,14,CM2,P3325
E08448,f,9,2nde,P4865
E08449,m,8,CM2,P3993
E08450,m,15,4ème,P4042
E08451,m,11,CM2,P1293
E08452,f,13,1ère,P3549
E08453,m,12,1ère,P4375
E08454,f,13,4ème,P0716
E08455,f,11,6ème,P0614
E08456,m,11,Terminale,P0672
E08457,f,8,CM1,P0275
E08458,f,10,5ème,P3330
E08459,f,10,6ème,P3467
E08460,m,15,CM1,P2929
E08461,f,10,2nde,P2257
E08462,f,10,Terminale,P4581
E08463,f,14,5ème,P1924
E08464,f,13,2nde,P0744
E08465,m,11,6ème,P2908
E08466,f,12,CM1,P3615
E08467,f,14,6ème,P4763
E08468,f,9,3ème,P4635
E08469,f,9,5ème,P1144
E08470,f,15,2nde,P2333
E08471,f,15,Terminale,P4524
E08472,f,11,1ère,P4849
E08473,f,15,CM1,P4636
E08474,m,8,6ème,P2201
E08475,f,10,4ème,P4656
E08476,f,11,3ème,P0830
E08477,m,9,4ème,P4339
E08478,f,8,CM1,P2950
E08479,f,11,2nde,P0061
E08480,m,13,4ème,P1811
E08481,m,15,CM1,P1679
E08482,f,12,2nde,P3514
E08483,m,10,4ème,P0226
E08484,m,15,CM2,P2041
E08485,m,10,CM2,P2348
E08486,m,14,Terminale,P2205
E08487,m,11,5ème,P1218
E08488,m,10,2nde,P0470
E08489,f,15,3ème,P0203
E08490,f,8,5ème,P3816
E08491,f,15,4ème,P4456
E08492,f,9,4ème,P1734
E08493,f,10,2nde,P4336
E08494,f,9,2nde,P3358
E08495,m,12,CM2,P3701
E08496,f,9,1ère,P3139
E08497,f,10,3ème,P0181
E08498,m,14,2nde,P3583
E08499,m,11,6ème,P0469
E08500,m,14,5ème,P0404
E08501,f,9,4ème,P3117
E08502,m,15,5ème,P1595
E08503,m,10,CM1,P0950
E08504,f,11,CM2,P1448
E08505,f,13,2nde,P1447
E08506,f,12,1ère,P2661
E08507,f,10,5ème,P3645
E08508,m,8,4ème,P3135
E08509,f,13,2nde,P2892
E08510,f,12,4ème,P3975
E08511,f,15,CM1,P4215
E08512,m,11,CM1,P3963
E08513,m,13,6ème,P4132
E08514,m,12,CM2,P1140
E08515,f,9,3ème,P4715
E08516,f,12,2nde,P3548
E08517,f,14,3ème,P4967
E08518,f,11,6ème,P1273
E08519,f,8,1ère,P2150
E08520,f,12,5ème,P4774
E08521,m,8,4ème,P0820
E08522,m,8,5ème,P1210
E08523,f,9,CM1,P4162
E08524,m,15,CM1,P0779
E08525,f,14,Terminale,P1586
E08526,f,15,CM2,P0241
E08527,m,12,6ème,P0946
E08528,m,14,3ème,P2465
E08529,m,11,Terminale,P0512
E08530,f,10,5ème,P3506
E08531,f,12,CM2,P0835
E08532,f,13,6ème,P3583
E08533,m,9,CM1,P4285
E08534,m,14,CM1,P0122
E08535,m,8,4ème,P1487
E08536,f,9,Terminale,P0640
E08537,f,12,4ème,P1437
E08538,f,11,3ème,P3829
E08539,f,12,3ème,P0696
E08540,m,15,2nde,P4047
E08541,m,13,6ème,P1316
E08542,f,9,5ème,P3892
E08543,m,15,3ème,P3089
E08544,m,12,5ème,P3132
E08545,f,13,CM2,P4263
E08546,f,8,2nde,P3702
E08547,f,12,3ème,P0909
E08548,m,13,3ème,P1409
E08549,m,11,3ème,P4988
E08550,f,13,4ème,P0746
E08551,f,11,5ème,P4789
E08552,m,13,CM1,P4542
E08553,m,11,3ème,P2883
E08554,m,12,CM2,P1910
E08555,f,15,4ème,P3060
E08556,f,15,6ème,P4824
E08557,m,14,Terminale,P0617
E08558,f,12,Terminale,P4025
E08559,f,11,CM2,P1523
E08560,f,14,6ème,P1907
E08561,m,11,5ème,P4311
E08562,m,10,2nde,P1478
E08563,f,15,6ème,P4499
E08564,f,11,4ème,P4834
E08565,f,11,3ème,P3455
E08566,m,10,6ème,P0288
E08567,f,12,3ème,P2040
E08568,f,13,6ème,P0688
E08569,f,15,2nde,P4022
E08570,m,12,CM1,P4999
E08571,f,15,3ème,P3896
E08572,m,13,6ème,P0997
E08573,f,14,CM1,P4492
E08574,f,8,4ème,P2390
E08575,f,12,CM2,P4469
E08576,m,13,6ème,P3225
E08577,m,14,2nde,P1454
E08578,m,14,5ème,P3353
E08579,m,14,Terminale,P1817
E08580,m,9,2nde,P2288
E08581,m,10,CM1,P0467
E08582,f,11,2nde,P4489
E08583,f,9,3ème,P0316
E08584,m,8,6ème,P2705
E08585,f,11,CM2,P1873
E08586,m,13,CM2,P0932
E08587,f,14,1ère,P4339
E08588,f,11,CM1,P1767
E08589,f,10,1ère,P4718
E08590,f,13,3ème,P1560
E08591,m,11,Terminale,P3734
E08592,f,9,1ère,P4812
E08593,f,11,3ème,P1777
E08594,f,9,3ème,P1336
E08595,m,9,CM2,P2043
E08596,f,14,CM2,P1027
E08597,f,8,Terminale,P0851
E08598,m,8,CM1,P0447
E08599,f,10,2nde,P3992
E08600,m,10,2nde,P4280
E08601,f,12,2nde,P1820
E08602,f,10,2nde,P2716
E08603,m,13,1ère,P4889
E08604,m,11,4ème,P3078
E08605,f,14,3ème,P4894
E08606,f,12,Terminale,P4757
E08607,f,8,4ème,P3461
E08608,f,11,4ème,P2963
E08609,m,10,6ème,P4554
E08610,f,11,3ème,P1747
E08611,m,13,4ème,P0723
E08612,f,12,CM1,P3729
E08613,f,9,4ème,P1972
E08614,m,15,6ème,P2646
E08615,m,14,2nde,P0761
E08616,m,8,Terminale,P1283
E08617,f,9,2nde,P1931
E08618,m,9,CM1,P1322
E08619,m,13,5ème,P4118
E08620,m,8,3ème,P0361
E08621,m,9,CM1,P3441
E08622,f,15,3ème,P4882
E08623,m,11,4ème,P4832
E08624,m,9,Terminale,P1002
